3/3/2001,Cuttings: Apple Trees Can Use a Firm Hand,"HOW many of us have inherited neglected, overgrown old apple trees with our property?"
4/19/2001,Apple Returns to Profitability on Strength of New Portable PC,"Apple Computer surprises Wall Street by reporting net profit of $43 million for its second fiscal quarter; revenue was $1.43 billion, down 26 percent from $1.95 billion year ago; company had loss of $247 million in first fiscal quarter; co-founder-chief executive Steven P Jobs comments (M)"
4/22/2001,Ghost Story,Margot Livesey reviews book Three Apples Fell From Heaven by Micheline Aharonian Marcom (M)
4/15/2001,Pot Luck,Paul Mattick reviews book Comfort Me With Apples: More Adventures at the Table by Ruth Reichl; drawing (M)
4/12/2001,State of the Art: Videodiscs With You as Director,"To do-it-yourself moviemakers, nothing is more frustrating than the current chasm between the technology for creating digital movies and the technology for distributing them. The first part is easy: using a $700 digital camcorder, you can capture footage with astonishing detail, sharpness and color fidelity. Using editing software, you can add credits, fade-ins and fade- outs, and music from an audio CD. The quality of the result is simply spectacular — when played back on your computer monitor or the camcorder's little flip-out screen."
4/12/2001,Videodiscs With You As Director,"Panasonic and Vivastar are set to introduce DVD-RW drives, which allow users to transfer footage recorded on digital camcorders directly onto DVD's; amateur films may now be presented with quality approaching professional standards; Pioneer's drive will be built into Apple and Compaq personal computers for creating DVD's of commercial clarity; photo (M)"
4/8/2001,Valley Elder Goes to Washington,"SAN FRANCISCO -- On a wintry day in February 2000, as snow blustered around him, E. Floyd Kvamme was, as the slogan emblazoned on his blue shirt read, ""Freezin' for a Reason."""
4/5/2001,Operation Mac,Peter M Stoller letter on Mar 29 article hails evolution of Apple's Mac computers
4/5/2001,Operation Mac,Dr Arthur Strauss letter on Mar 29 article cites shortcomings of Apple's new Mac OS X computer
4/4/2001,Apple Tart,
4/4/2001,Apple Tart,"Time: 1 1/2 hours, plus 1 hour for chilling dough For the dough:"
5/16/2001,Technology Briefing | E-Commerce: Apple To Open 25 Retail Stores,Apple Computer Inc will open 25 retail stores this year to attract new customers by establishing outlets for promoting its computers and software (S)
5/8/2001,"In a Shift in Strategy, Apple Is Making Plans to Open Its First Stores","Apple Computer Inc plans to expand into retail business, opening first store May 19; analysts comment on strategy shift (M)"
5/2/2001,Apple Offers Lighter iBook For Classroom,Apple Computer Inc introduces more compact and less expensive version of its iBook consumer-oriented portable computer; photo (M)
5/31/2001,4 Laptops Lilliputians Might Like,"David Pugue column on four laptop computers that suffer neither from full-sized laptops' bulkiness nor from ultralight laptops' lack of features; they are made by Apple, Fujitsu, NEC and WinBook; photos (M)"
5/30/2001,Corrections,"An article on Monday about the San Fernando Valley's role in the Los Angeles mayoral campaign misstated results of the primary there last month. According to an analysis by The Los Angeles Times, Steve Soboroff, a Republican businessman, and State Assembly Speaker Antonio Villaraigosa were virtually tied. The paper's earlier survey of voters leaving the polls showed Mr. Soboroff with 30 percent and Mr. Villaraigosa with 23; Mr. Villaraigosa did not win the valley."
5/22/2001,Technology Briefing,TELECOMMUNICATIONS</p
5/21/2001,Grudge Match; For Michael Dell and Steve Jobs An Old Rivalry Still Boils,"Apparent personal grudge between Apple Computer co-founder Steven P Jobs and Dell Computer founder Michael S Dell has only intensified as personal computer industry has started to shrink after decades of rapid growth; Dell is again predicting Apple's demise, while Jobs recently used boxy portable Dell computer as foil to show off features of Apple's sleek new laptop; graphs comparing companies' industry rankings; tables of biographical data; photos (M)"
5/16/2001,Technology Briefing,TELECOMMUNICATIONS<p CROSSING BUYS SWITCHES
5/16/2001,Footlights,"Big Apple Circus to open its 23d season, Cunningham Park, Queens; Voyages: A Smithsonian Libraries Exhibtion to open at Grolier Club; photo; Mischa Santora to conduct New York Youth Symphony at Carnegie Hall; Leon Botstein to lead American Symphony Orchestra at Avery Fisher Hall; Zdenek Macal to lead New Jersey Symphony Orchestra at New Jersey Performing Arts Center; photo (M)"
5/12/2001,Corrections,"Because of an editing error, an article in Business Day on Tuesday about a plan by Apple Computer to open its own stores misattributed a reference in some copies to the length of a lease Apple was said to be assuming at a recently closed Restoration Hardware store in Manhattan. While a person close to the transaction said Apple would assume the remaining 13 years, that figure was not provided or confirmed by David Glassman, a Restoration official."
6/23/2001,"Where Apples Don't Pay, Developers Will","Number of apple growers in Ulster County, NY, second largest apple-producing county in state that is second to Washington in apple output, are selling land to developers after several years of losing money in depressed market; are taking advantage of surburban sprawl to stave off financial ruin; note state program that helps counties buy development rights from farmers has yet to produce any accords that would keep Ulster land in agriculture; photos (M)"
6/6/2001,Apple Settles iMac Infringement Lawsuit,"Apple Computer Inc settles suit against Future Power, computer maker that built Windows-based personal computers that looked like Apple's iMac; Future Power says it agreed to comply with court order that bars it from selling 15-inch all-in-one computer with translucent cover until Feb 2004; can sell newly designed 17-inch computer with colored plastic cover (S)"
6/28/2001,More Muscular Software Makes VCD's Feel the Burn,Newest version of Toast software from Roxio Inc allows Macintosh users to burn video CD's that will play on most DVD machines (M)
6/22/2001,"2 Democrats Running for Mayor Return $77,000 in Contributions","New York City mayoral candidates Alan Hevesi and Mark Green return money from Charles J Kushner, chairman of one of New Jersey's largest real etate developers because contribution is considered to be from single source in violation of law; Hevesi also returns money to Vijay Dandapani, chief operating officer of Apple Core Hotels (M)"
6/14/2001,Making a Man Out of a Mac: Adding Gigabytes to an iBook,LaCie PocketDrive adds up to 30 gigabytes of storage to Apple iBook laptop computers; photo (S)
6/10/2001,"Business; The Corporate Alliance, as a Tightrope Act","Dissolution of Ford Motor's tire supply relationship with Bridgestone/Firestone is especially remarkable because collaboration lasted 95 years, whereas one-third to two-thirds of all corporate alliances unravel and dissolve within decade of inception; prompts consideration of other business alliances, including those between Dow Chemical and Corning Glass, Microsoft and Intel, KLM and Northwest Airlines and IBM, Apple and Motorola; photos (M)"
6/27/2001,Beware Apple Orchards,"Prof Jill Schneiderman letter, commenting on June 23 article on purchase of apple orchards in Ulster County, NY, by developers, says potential home buyers should consider pesticides that were used on lands for years in order to grow apples"
6/6/2001,The Apple Bites Back,"Eric Asimov says hard, or fermented, cider is making a comeback and recommends several; photo (S)"
6/10/2001,Forbidden Apple Surprises The Field,Forbidden Apple wins Manhattan Handicap at Belmont Park (M)
6/7/2001,Tech Brief:APPLE LOOK-ALIKE SUIT SETTLED,"Apple Computer Inc. settled a lawsuit with Future Power, a computer maker that was building Windows-based personal computers that looked like Apple's colorful iMac. . Future Power agreed to comply with a court order that prevents it from selling a 15-inch"
